"idhod","hodnota","ukaz_kod","vek_cis","vek_kod","uzemi_cis","uzemi_kod","sldb_rok","sldb_datum","ukaz_txt","vek_txt","uzemi_txt"
"947108883","1817","3162",,,"43","500011","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Želechovice nad Dřevnicí"
"947149795","240","3162","1035","1100000014","43","500011","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Želechovice nad Dřevnicí"
"947091150","1158","3162","1035","1300150064","43","500011","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Želechovice nad Dřevnicí"
"947138048","419","3162","1035","1200659999","43","500011","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Želechovice nad Dřevnicí"
"947108884","1195","3162",,,"43","500020","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Petrov nad Desnou"
"947066761","179","3162","1035","1100000014","43","500020","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Petrov nad Desnou"
"947114618","732","3162","1035","1300150064","43","500020","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Petrov nad Desnou"
"947149796","284","3162","1035","1200659999","43","500020","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Petrov nad Desnou"
"947073634","1699","3162",,,"43","500046","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Libhošť"
"947114619","307","3162","1035","1100000014","43","500046","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Libhošť"
"947126320","1040","3162","1035","1300150064","43","500046","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Libhošť"
"947149797","352","3162","1035","1200659999","43","500046","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Libhošť"
"947120531","2020","3162",,,"43","500062","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Krhová"
"947091285","341","3162","1035","1100000014","43","500062","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Krhová"
"947066923","1281","3162","1035","1300150064","43","500062","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Krhová"
"947114751","398","3162","1035","1200659999","43","500062","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Krhová"
"947085426","1716","3162",,,"43","500071","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Poličná"
"947126473","263","3162","1035","1100000014","43","500071","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Poličná"
"947103018","1096","3162","1035","1300150064","43","500071","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Poličná"
"947149960","357","3162","1035","1200659999","43","500071","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Poličná"
"947072041","212","3162",,,"43","500101","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Bražec"
"947126474","41","3162","1035","1100000014","43","500101","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Bražec"
"947149961","142","3162","1035","1300150064","43","500101","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Bražec"
"947091286","29","3162","1035","1200659999","43","500101","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Bražec"
"947144007","147","3162",,,"43","500127","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Doupovské Hradiště"
"947103019","29","3162","1035","1100000014","43","500127","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Doupovské Hradiště"
"947114752","94","3162","1035","1300150064","43","500127","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Doupovské Hradiště"
"947149962","24","3162","1035","1200659999","43","500127","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Doupovské Hradiště"
"947120532","220","3162",,,"43","500135","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Kozlov"
"947079557","23","3162","1035","1100000014","43","500135","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Kozlov"
"947103020","156","3162","1035","1300150064","43","500135","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Kozlov"
"947066924","41","3162","1035","1200659999","43","500135","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Kozlov"
"947085427","105","3162",,,"43","500151","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Luboměř pod Strážnou"
"947066925","14","3162","1035","1100000014","43","500151","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Luboměř pod Strážnou"
"947138200","68","3162","1035","1300150064","43","500151","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Luboměř pod Strážnou"
"947114753","23","3162","1035","1200659999","43","500151","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Luboměř pod Strážnou"
"947072379","529","3162",,,"43","500160","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Město Libavá"
"947138341","81","3162","1035","1100000014","43","500160","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Město Libavá"
"947103169","368","3162","1035","1300150064","43","500160","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Město Libavá"
"947079709","80","3162","1035","1200659999","43","500160","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Město Libavá"
"947085428","198","3162",,,"43","500194","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Polná na Šumavě"
"947138342","41","3162","1035","1100000014","43","500194","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Polná na Šumavě"
"947150104","134","3162","1035","1300150064","43","500194","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Polná na Šumavě"
"947114917","23","3162","1035","1200659999","43","500194","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Polná na Šumavě"
"947144008","1914","3162",,,"43","500259","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Veřovice"
"947150105","312","3162","1035","1100000014","43","500259","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Veřovice"
"947114918","1214","3162","1035","1300150064","43","500259","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Veřovice"
"947138343","388","3162","1035","1200659999","43","500259","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Veřovice"
"947073635","2731","3162",,,"43","500291","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Vřesina"
"947114919","418","3162","1035","1100000014","43","500291","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Vřesina"
"947138344","1712","3162","1035","1300150064","43","500291","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Vřesina"
"947126627","601","3162","1035","1200659999","43","500291","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Vřesina"
"947132361","106063","3162",,,"43","500496","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Olomouc"
"947067079","16735","3162","1035","1100000014","43","500496","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Olomouc"
"947138345","68383","3162","1035","1300150064","43","500496","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Olomouc"
"947114920","20945","3162","1035","1200659999","43","500496","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Olomouc"
"947144009","2271","3162",,,"43","500526","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Bělkovice-Lašťany"
"947091436","433","3162","1035","1100000014","43","500526","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Bělkovice-Lašťany"
"947091435","1424","3162","1035","1300150064","43","500526","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Bělkovice-Lašťany"
"947103170","414","3162","1035","1200659999","43","500526","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Bělkovice-Lašťany"
"947085429","1106","3162",,,"43","500623","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Bílá Lhota"
"947067224","174","3162","1035","1100000014","43","500623","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Bílá Lhota"
"947150242","699","3162","1035","1300150064","43","500623","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Bílá Lhota"
"947079710","233","3162","1035","1200659999","43","500623","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Bílá Lhota"
"947108885","647","3162",,,"43","500801","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Blatec"
"947103309","114","3162","1035","1100000014","43","500801","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Blatec"
"947150243","413","3162","1035","1300150064","43","500801","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Blatec"
"947126789","120","3162","1035","1200659999","43","500801","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Blatec"
"947097157","2383","3162",,,"43","500852","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Bohuňovice"
"947067226","360","3162","1035","1100000014","43","500852","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Bohuňovice"
"947150244","1523","3162","1035","1300150064","43","500852","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Bohuňovice"
"947067225","500","3162","1035","1200659999","43","500852","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Bohuňovice"
"947108886","1425","3162",,,"43","500861","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Bouzov"
"947126790","199","3162","1035","1100000014","43","500861","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Bouzov"
"947115059","904","3162","1035","1300150064","43","500861","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Bouzov"
"947067227","322","3162","1035","1200659999","43","500861","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Bouzov"
"947073636","842","3162",,,"43","500879","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Bystročice"
"947150245","172","3162","1035","1100000014","43","500879","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Bystročice"
"947115060","525","3162","1035","1300150064","43","500879","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Bystročice"
"947091597","145","3162","1035","1200659999","43","500879","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Bystročice"
"947120533","1908","3162",,,"43","501476","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Dlouhá Loučka"
"947150246","321","3162","1035","1100000014","43","501476","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Dlouhá Loučka"
"947091598","1224","3162","1035","1300150064","43","501476","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Dlouhá Loučka"
"947115061","363","3162","1035","1200659999","43","501476","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Dlouhá Loučka"
"947085430","2782","3162",,,"43","501646","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Dolany"
"947067372","533","3162","1035","1100000014","43","501646","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Dolany"
"947150247","1762","3162","1035","1300150064","43","501646","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Dolany"
"947067228","487","3162","1035","1200659999","43","501646","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Dolany"
"947132516","1731","3162",,,"43","501751","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Drahanovice"
"947150399","267","3162","1035","1100000014","43","501751","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Drahanovice"
"947115221","1119","3162","1035","1300150064","43","501751","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Drahanovice"
"947115220","345","3162","1035","1200659999","43","501751","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Drahanovice"
"947132517","1534","3162",,,"43","501794","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Dub nad Moravou"
"947091744","274","3162","1035","1100000014","43","501794","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Dub nad Moravou"
"947138652","975","3162","1035","1300150064","43","501794","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Dub nad Moravou"
"947103456","285","3162","1035","1200659999","43","501794","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Dub nad Moravou"
"947120686","1473","3162",,,"43","501841","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Grygov"
"947126953","272","3162","1035","1100000014","43","501841","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Grygov"
"947091745","902","3162","1035","1300150064","43","501841","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Grygov"
"947115222","299","3162","1035","1200659999","43","501841","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Grygov"
"947071837","4142","3162",,,"43","502146","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Hlubočky"
"947080009","671","3162","1035","1100000014","43","502146","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Hlubočky"
"947080008","2507","3162","1035","1300150064","43","502146","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Hlubočky"
"947103457","964","3162","1035","1200659999","43","502146","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Hlubočky"
"947072450","1808","3162",,,"43","502235","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Hněvotín"
"947126954","343","3162","1035","1100000014","43","502235","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Hněvotín"
"947115224","1182","3162","1035","1300150064","43","502235","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Hněvotín"
"947150403","283","3162","1035","1200659999","43","502235","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Hněvotín"
"947144181","621","3162",,,"43","502405","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Hnojice"
"947115225","128","3162","1035","1100000014","43","502405","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Hnojice"
"947080010","399","3162","1035","1300150064","43","502405","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Hnojice"
"947150404","94","3162","1035","1200659999","43","502405","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Hnojice"
"947109044","2525","3162",,,"43","502545","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Horka nad Moravou"
"947080011","468","3162","1035","1100000014","43","502545","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Horka nad Moravou"
"947150405","1564","3162","1035","1300150064","43","502545","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Horka nad Moravou"
"947126955","493","3162","1035","1200659999","43","502545","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Horka nad Moravou"
"947085574","693","3162",,,"43","502839","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Cholina"
"947103464","121","3162","1035","1100000014","43","502839","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Cholina"
"947103463","425","3162","1035","1300150064","43","502839","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Cholina"
"947138654","147","3162","1035","1200659999","43","502839","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Cholina"
"947085575","570","3162",,,"43","503142","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Jívová"
"947150546","100","3162","1035","1100000014","43","503142","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Jívová"
"947080164","362","3162","1035","1300150064","43","503142","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Jívová"
"947126956","108","3162","1035","1200659999","43","503142","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Jívová"
"947144182","835","3162",,,"43","503304","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Kožušany-Tážaly"
"947115389","159","3162","1035","1100000014","43","503304","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Kožušany-Tážaly"
"947115388","506","3162","1035","1300150064","43","503304","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Kožušany-Tážaly"
"947115387","170","3162","1035","1200659999","43","503304","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Kožušany-Tážaly"
"947144183","179","3162",,,"43","503410","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Žitovlice"
"947127114","34","3162","1035","1100000014","43","503410","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Žitovlice"
"947103603","106","3162","1035","1300150064","43","503410","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Žitovlice"
"947127113","39","3162","1035","1200659999","43","503410","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Žitovlice"
"947120687","9459","3162",,,"43","503444","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Litovel"
"947127115","1490","3162","1035","1100000014","43","503444","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Litovel"
"947150547","5864","3162","1035","1300150064","43","503444","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Litovel"
"947091892","2105","3162","1035","1200659999","43","503444","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Litovel"
"947085576","846","3162",,,"43","503622","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Luká"
"947138805","149","3162","1035","1100000014","43","503622","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Luká"
"947067529","509","3162","1035","1300150064","43","503622","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Luká"
"947127116","188","3162","1035","1200659999","43","503622","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Luká"
"947109045","3043","3162",,,"43","503657","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Lutín"
"947103605","496","3162","1035","1100000014","43","503657","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Lutín"
"947150548","1960","3162","1035","1300150064","43","503657","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Lutín"
"947103604","587","3162","1035","1200659999","43","503657","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Lutín"
"947109046","1148","3162",,,"43","503738","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Majetín"
"947138947","208","3162","1035","1100000014","43","503738","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Majetín"
"947080165","725","3162","1035","1300150064","43","503738","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Majetín"
"947091893","215","3162","1035","1200659999","43","503738","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Majetín"
"947085577","605","3162",,,"43","503916","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Kostelec"
"947115533","130","3162","1035","1100000014","43","503916","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Kostelec"
"947067692","416","3162","1035","1300150064","43","503916","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Kostelec"
"947150699","59","3162","1035","1200659999","43","503916","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Kostelec"
"947109047","754","3162",,,"43","504246","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Mladeč"
"947127277","117","3162","1035","1100000014","43","504246","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Mladeč"
"947115534","480","3162","1035","1300150064","43","504246","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Mladeč"
"947127276","157","3162","1035","1200659999","43","504246","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Mladeč"
"947109048","430","3162",,,"43","504301","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Dřenice"
"947092043","93","3162","1035","1100000014","43","504301","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Dřenice"
"947103745","269","3162","1035","1300150064","43","504301","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Dřenice"
"947115535","68","3162","1035","1200659999","43","504301","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Dřenice"
"947132518","1428","3162",,,"43","504441","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Náklo"
"947138948","257","3162","1035","1100000014","43","504441","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Náklo"
"947103747","875","3162","1035","1300150064","43","504441","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Náklo"
"947103746","296","3162","1035","1200659999","43","504441","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Náklo"
"947085578","2127","3162",,,"43","504505","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Náměšť na Hané"
"947150701","388","3162","1035","1100000014","43","504505","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Náměšť na Hané"
"947103748","1295","3162","1035","1300150064","43","504505","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Náměšť na Hané"
"947150700","444","3162","1035","1200659999","43","504505","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Náměšť na Hané"
"947073800","1313","3162",,,"43","504785","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Paseka"
"947139106","242","3162","1035","1100000014","43","504785","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Paseka"
"947127279","786","3162","1035","1300150064","43","504785","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Paseka"
"947127278","285","3162","1035","1200659999","43","504785","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Paseka"
"947072093","296","3162",,,"43","504807","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Lány"
"947150874","46","3162","1035","1100000014","43","504807","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Lány"
"947127426","194","3162","1035","1300150064","43","504807","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Lány"
"947080452","56","3162","1035","1200659999","43","504807","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Lány"
"947132519","299","3162",,,"43","504921","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Třibřichy"
"947080453","53","3162","1035","1100000014","43","504921","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Třibřichy"
"947092199","182","3162","1035","1300150064","43","504921","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Třibřichy"
"947067862","64","3162","1035","1200659999","43","504921","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Třibřichy"
"947120688","162","3162",,,"43","504955","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Dvakačovice"
"947139108","27","3162","1035","1100000014","43","504955","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Dvakačovice"
"947139107","102","3162","1035","1300150064","43","504955","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Dvakačovice"
"947115659","33","3162","1035","1200659999","43","504955","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Dvakačovice"
"947085579","439","3162",,,"43","505005","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Bítovany"
"947067863","83","3162","1035","1100000014","43","505005","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Bítovany"
"947139109","269","3162","1035","1300150064","43","505005","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Bítovany"
"947150875","87","3162","1035","1200659999","43","505005","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Bítovany"
"947132520","1285","3162",,,"43","505013","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Příkazy"
"947103891","222","3162","1035","1100000014","43","505013","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Příkazy"
"947092200","800","3162","1035","1300150064","43","505013","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Příkazy"
"947139110","263","3162","1035","1200659999","43","505013","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Příkazy"
"947144323","225","3162",,,"43","505030","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Dolní Bezděkov"
"947139112","39","3162","1035","1100000014","43","505030","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Dolní Bezděkov"
"947150876","144","3162","1035","1300150064","43","505030","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Dolní Bezděkov"
"947139111","42","3162","1035","1200659999","43","505030","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Dolní Bezděkov"
"947144324","1707","3162",,,"43","505081","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Senice na Hané"
"947080605","242","3162","1035","1100000014","43","505081","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Senice na Hané"
"947080604","1085","3162","1035","1300150064","43","505081","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Senice na Hané"
"947127427","380","3162","1035","1200659999","43","505081","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Senice na Hané"
"947097463","198","3162",,,"43","505099","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Červená Hora"
"947127573","38","3162","1035","1100000014","43","505099","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Červená Hora"
"947092349","117","3162","1035","1300150064","43","505099","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Červená Hora"
"947068017","43","3162","1035","1200659999","43","505099","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Červená Hora"
"947073953","1530","3162",,,"43","505111","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Slatinice"
"947151048","224","3162","1035","1100000014","43","505111","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Slatinice"
"947139244","940","3162","1035","1300150064","43","505111","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Slatinice"
"947080606","366","3162","1035","1200659999","43","505111","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Slatinice"
"947085735","1566","3162",,,"43","505145","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Březová nad Svitavou"
"947068019","269","3162","1035","1100000014","43","505145","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Březová nad Svitavou"
"947080607","1025","3162","1035","1300150064","43","505145","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Březová nad Svitavou"
"947068018","272","3162","1035","1200659999","43","505145","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Březová nad Svitavou"
"947073954","3389","3162",,,"43","505161","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Štěpánov"
